,reaction_id,EC_number
1664,ACOADH1,1.3.99.3
1665,ACOADH2,1.3.99.2
1666,ACS2,6.2.1.17
1667,ADCPS1,6.3.1.10
1668,ADCPS2,6.3.1.10
1669,ADPT2,2.4.2.7
1670,ALCDkt,1.1.99.8
1671,APENTAMAH,3.5.1.30
1672,APSR,1.8.4.10
1673,APTNAT,2.6.1.48
1674,ARUH,2.6.1.84
1675,ASPO1,1.4.3.2
1676,BDH,1.1.1.30
1677,BHMT,2.1.1.5
1678,BZ12DOX,1.14.12.10
1679,BZALDH,1.1.1.90
1680,BZDH,1.2.1.29
1681,BZDIOLDH,1.3.1.25
1682,CAFFCOA,6.2.1.12
1683,CAT23DOX,1.13.11.2
1684,CATDOX,1.13.11.1
1685,CHOLSH,3.1.6.6
1686,COALDDH,1.2.1.68
1687,COCHL,6.6.1.2
1688,CYRDAAT,2.5.1.17
1689,CYSS2,2.5.1.47
1690,DABAAT,2.6.1.76
1691,DCTPD2,3.5.4.13
1692,DH3MCHCDH,1.3.1.-
1693,DH4MCHCDH,1.3.1.67
1694,DHPM1,3.5.2.2
1695,DHPR,1.5.1.34
1696,DHSKDH,4.2.1.118
1697,DNAMTn2r,2.1.1.37
1698,DURAD,1.3.1.2
1699,ECOAH12,4.2.1.17
1700,ECOAH9ir,4.2.1.17
1701,FCOAHA,4.1.2.41
1702,FERULCOAS,6.2.1.34
1703,FORGLUIH,3.5.3.13
1704,G3PD,1.1.99.5
1705,G6PBDH,1.1.1.49
1706,GADktpp,1.1.99.3
1707,GDBTALDH,1.2.1.54
1708,GLCOASYNT,2.3.1.61
1709,GLNTRAT,6.3.5.7
1710,GLUTCOADHc,1.3.99.7
1711,GLYALDDr,1.2.1.3
1712,GLYCL_2,2.1.2.10
1713,GLYCTO1,1.1.3.15
1714,GUDBUTNAH,3.5.3.7
1715,HACD9,1.1.1.35
1716,HIBDkt,1.1.1.35
1717,HMGL,4.1.3.4
1718,HMSD,1.2.1.85
1719,HMSD2,1.2.1.85
1720,HMSH,3.7.1.9
1721,HMSH2,3.7.1.9
1722,HMSH3,3.7.1.-
1723,HOPNTAL2,4.1.3.43
1724,HOPNTAL3,4.1.3.39
1725,HSDx,1.1.1.3
1726,LPCOXc,1.5.3.7
1727,LYSMO,1.13.12.2
1728,LYSRC,5.1.1.9
1729,MACCOAT,2.3.1.9
1730,MALEI,5.2.1.1
1731,MALMDA,3.5.1.107
1732,MBCOAi,1.3.99.10
1733,MCCC,6.4.1.4
1734,METGL,4.4.1.11
1735,MGCH,4.2.1.18
1736,MMTSAO,1.2.1.27
1737,MSULR,1.8.2.2
1738,MTHPTGHMr,2.1.1.14
1739,MTOLDOX,1.14.12.-
1740,MUCCYCI,5.5.1.1
1741,MUCCY_kt,5.5.1.2
1742,MUCLI,5.3.3.4
1743,MXMO,1.14.13.-
1744,NFMLDF,3.5.1.106
1745,PC11M,2.1.1.133
1746,PC17M,2.1.1.131
1747,PC20M,2.1.1.130
1748,PC6AR,1.3.1.54
1749,PC6YM,2.1.1.132
1750,PC8XM,5.4.99.61
1751,PCADYOX,1.13.11.3
1752,PDHa,1.2.4.1
1753,PDHbr,2.3.1.12
1754,PGLCNDH,1.1.1.43
1755,PHETHPTOX,1.14.16.1
1756,PPNCL,6.3.2.5
1757,PTOLDOX,1.14.12.-
1758,PXMO,1.14.13.-
1759,PYRDOX,1.13.11.9
1760,QUIDH,1.1.5.8
1761,R05219,2.1.1.152
1762,RHACOAR100,1.1.1.36
1763,RHACOAR140,1.1.1.36
1764,RHACOAR60,1.1.1.36
1765,RHACOAR80,1.1.1.36
1766,RNADRr,1.18.1.4
1767,SELMETAT,2.5.1.6
1768,SER_AL,4.3.1.19
1769,SHSL2r,2.5.1.48
1770,UPPN,3.5.1.6
1771,VNDH,1.2.1.67
1772,VNDH_2,1.2.1.64
1773,VNTDM,1.14.13.82
1774,XMO,1.14.13
1775,4HGLSD,1.2.1.88
1776,ACP1_FMN,3.1.3.2
1777,ACPS,3.6.1.-
1778,AMID4,3.5.1.4
1779,AMID5,3.5.1.4
1780,ANS2,4.1.3.27
1781,ASPO2,1.4.1.21
1782,CDAPPA_HP,3.6.1.26
1783,DASYN_HP,2.7.7.41
1784,DDPGA,4.1.3.42
1785,DHORD3,1.3.3.1
1786,FORAMD,3.5.1.49
1787,FRD5,1.3.99.1
1788,G3PD1,1.1.1.94
1789,G6PDH1,1.1.1.363
1790,GFUCS,1.1.1.271
1791,GLNabc,3.6.3.21
1792,HPROx,1.5.1.2
1793,KDOCT,2.7.7.38
1794,LacR,5.1.2.1
1795,MDH4,1.1.99.16
1796,PGPP_HP,3.1.3.27
1797,PGSA_HP,2.7.8.5
1798,PHCD,1.5.1.12
1799,PSD_HP,4.1.1.65
1800,PSP_D,3.1.3.3
1801,PSSA_HP,2.7.8.8
1802,PUTA3,1.2.1.88
1803,TMDSf,2.1.1.45
1804,THMDP,3.1.3.2
1805,PRDX,1.11.1.7
1806,PPNCL3,6.3.2.5
1807,PPGKr,3.1.3.9
1808,PPDK,2.7.9.1
1809,PPCOAC,6.4.1.3
1810,PNCDC,4.1.1.30
1811,PLIPA1E180,3.1.1.32
1812,PLIPA1E160,3.1.1.32
1813,PHYCBOXL,4.1.1.53
1814,PEAMNO,1.4.3.6
1815,PAPPT2,2.7.8.13
1816,PAPPT1,2.7.8.13
1817,P5CRx,1.5.99.8
1818,MPML,6.6.1.1
1819,MMSAD3,1.2.1.27
1820,MMSAD1,1.2.1.27
1821,MI4PP,3.1.3.25
1822,MI3PP,3.1.3.25
1823,MCD,4.1.1.9
1824,UGLDDS2,6.3.2.10
1825,UGLDDS1,6.3.2.10
1826,UAGPT2,2.4.1.227
1827,UAGPT1,2.4.1.227
1828,UAAGLS2,6.3.2.7
1829,UAAGLS1,6.3.2.7
1830,TSULabc,3.6.3.25
1831,TRESULT,2.8.2.37
1832,LO,1.13.12.4
1833,GLNSP3,6.3.1.2
1834,GLNSP2,6.3.1.2
1835,GLNSP1,6.3.1.2
1836,GCC2,2.1.2.10
1837,FRDO2r,1.18.1.6
1838,OXGDC,4.1.1.71
1839,OXACOAL,6.2.1.8
1840,MTI,5.4.99.16
1841,DPPS,2.5.1.91
1842,DGC3D,1.1.1.125
1843,DALAOX,1.4.3.3
1844,Cuabc,3.6.3.4
1845,CPC8MM,5.4.99.60
1846,CPC6R,1.3.1.54
1847,CPC4MT,2.1.1.133
1848,CPC3MT,2.1.1.131
1849,CPC2MT,2.1.1.151
1850,CMLDC,4.1.1.44
1851,ATPS1,3.6.3.6
1852,APATr,2.6.1.18
1853,ALDD1,1.2.1.46
1854,AICART2,6.3.4.23
1855,FRD,1.3.5.1
1856,FOLR2,1.5.1.3
1857,FE3abc,3.6.3.30
1858,FCOAH2,3.1.2.10
1859,ADK2,2.7.4.3
1860,4HALDD,1.2.1.53
1861,PHACTE,3.1.2.-
1862,ALCD3ir,1.1.1.202
1863,ABTDG,1.1.1.11
1864,RBTDG,1.1.1.56
1865,GLYCDH,4.2.1.30
1866,PPDD,4.2.1.28
1867,NTP7,3.6.1.5
1868,D5KGK,2.7.1.92
1869,LYSAM,5.4.3.2
1870,PENAM,3.5.1.11
1871,4ABUTD,1.2.1.3
1872,IMACTD,1.2.1.3
1873,PGPAGT,2.4.1.52
1874,ARGabc,3.6.3.21
1875,ASPO5_1,1.5.99
1876,ASPO6_1,1.4.3.16
1877,CBL1abc,3.6.3.33
1878,CBLAT_DELETE,2.5.1.17
1879,DHBSr,2.7.7.58
1880,DHCINDO_1,1.13.11.16
1881,DHPS2_1,2.5.1.15
1882,FDH2,1.2.2.1
1883,FDH3,1.2.2.1
1884,G1PP,3.1.3.10
1885,HKNDDH_1,3.7.1.14
1886,HKNTDH_1,3.7.1.14
1887,HPPPNDO_1,1.13.11.16
1888,HYD3,1.18.99.1
1889,IDONt2r,3.6.3
1890,MALTTRabc,3.6.3
1891,MALTTTRabc,3.6.3
1892,MTHFR2_1,1.5.1.20
1893,NADDPe,3.6.1.9
1894,NMNt7,3.2.2.14
1895,PEPT_EC,2.7.8.1
1896,PGPP_EC,3.1.3.27
1897,PSD_EC,4.1.1.65
1898,PTRCabc,3.6.3.31
1899,TAURabc,3.6.3.36
1900,THD2,1.6.1.1
1901,TREHe,3.2.1.28
1902,XYLI2i,5.3.1.5
1903,NADH16,1.6.5.3
1904,13PPDH,1.1.1.202
1905,ACTD,1.1.1.303
1906,ARAT,2.6.1.57
1907,ARD_1,1.13.11.54
1908,ARD1,1.13.11.53
1909,CPC5MT,2.1.1.-
1910,CYRDAR2,1.16.8.1
1911,CYS,4.2.1.22
1912,D5KGPA,4.1.2.29
1913,INS2D,1.1.1.18
1914,MACPT,2.3.1.187
1915,ASNTRS_1,6.1.1.22
1916,AEPPYRTA,2.6.1.37
1917,PALDH,3.11.1.1
1918,4C2HM6SADH,1.2.1.60
1919,5CM2HMUDI,5.3.3.10
1920,CODSCL2MT,2.1.1.151
1921,CODSCL3MT,2.1.1.131
1922,CODSCL4MT,2.1.1.271
1923,CODSCL5DA,3.7.1.12
1924,CODSCL5BMT,2.1.1.195
1925,CODSCL6ARED,1.3.1.54
1926,CODSCL8XI,5.4.99.60
1927,LTHRK,2.7.1.177
1928,THRPDC,4.1.1.81
1929,CDPGLC46DH,4.2.1.45
1930,ALAALAD_1,3.4.13.22
1931,GULNLR,1.1.1.380
1932,HISNH4L,4.3.1.3
1933,3HOPCD,1.1.1.35
1934,3MMD,1.1.1
1935,6CTDS,4.1.2.50
1936,ACITL,4.1.3.6
1937,AGMDA,3.5.3.12
1938,ALCD3,1.1.1.202
1939,ASR2,1.20.4.4
1940,BCOALIG,6.2.1.25
1941,BCOALIG2,6.2.1.27
1942,BUTKr,2.7.2.7
1943,BZSCT,2.8.3.15
1944,BZSS,4.1.99.11
1945,CA2abc1pp,3.6.3.8
1946,CA2abcpp,3.6.3.8
1947,CHDCCH,4.2.1.100
1948,CITCIb,4.2.1.35
1949,CMPDAi,3.5.4.12
1950,CSPMDDC,4.1.1.96
1951,CSPMDDH,1.5.1.43
1952,CUabcpp,3.6.3.4
1953,CYOO2pp,1.9.3.1
1954,FDH5r2pp,1.2.2.1
1955,FUTH,3.2.2.26
1956,GHBDHy,1.1.1.co
1957,GLYTA,2.6.1.44
1958,HKtpp,3.6.3.12
1959,HOCCD,1.1.1.368
1960,HP5CD,1.5.1.12
1961,IBTMr,5.4.99.13
1962,LCD,4.2.1.54
1963,LDAPAT,2.6.1.83
1964,MCSNAH,3.5.4.1
1965,MOSDC,4.1.1.3
1966,MTHFR,1.7.99.5
1967,N2OR,1.7.99.6
1968,NAD_H2,1.12.1.5
1969,NPPDO,1.13.11.32
1970,OCHCCH,3.7.1.21
1971,OGCOAAT,2.3.1.16
1972,PACCOAL2,6.2.1.-
1973,PBUTT,2.3.1.19
1974,PHEPC,6.4.1.-
1975,PHEPS,2.7.9.-
1976,PICH,4.2.1.-
1977,PPA_1pp,3.6.1.1
1978,PRO1y,1.5.1.2
1979,SSCOARy,1.2.1.76
1980,SUCOAACTr,2.8.3.18
1981,TDPDRRr,1.1.1.133
1982,THRPD,4.1.1.81
1983,UDPGLDC,4.1.1.35
1984,VACOAI,5.3.3.3
1985,34DHOXPEGOX,1.1.1.1
1986,AACOAR_syn,1.1.1.36
1987,ALAD_syn,1.4.1.1
1988,ALDD20x,1.2.1.3
1989,BCAROKE,1.14.99
1990,BILIRED,1.3.1.24
1991,CHPHYS,2.5.1.62
1992,CYSTA,2.6.1.3
1993,DMPPS_syn,1.17.1.2
1994,POR_1,1.3.1.33
1995,DVOCHR,1.3.1.75
1996,GAPDi_nadp,1.2.1.59
1997,GCATENEC,5.5.1.19
1998,GLYCTO_syn,1.1.1.79
1999,GMPS,6.3.5.2
2000,H2ASE_syn,1.12.1.5
2001,HGPHT,2.5.1.115
2002,HOXG,1.14.99.3
2003,IPDPS_syn,1.17.1.2
2004,LYCOPC,5.5.1.19
2005,MPBQ,2.1.1.295
2006,MPOMC1,1.14.13.81
2007,MPOMMM,1.14.13.81
2008,MPOMOR,1.14.13.81
2009,MPOMT,2.1.1.11
2010,NDPK10,2.7.4.6
2011,NMNS,2.4.2.12
2012,PHYTES,2.5.1.99
2013,PRUK,2.7.1.19
2014,PYK2,2.7.1.40
2015,PYK3,2.7.1.40
2016,PYK4,2.7.1.40
2017,PYK5,2.7.1.40
2018,RBCh,4.1.1.39
2019,RBPC,4.1.1.39
2020,SBP,3.1.3.37
2021,SPT_syn,2.6.1.45
2022,SQD1,3.13.1.1
2023,TOCOPHOM1,2.1.1.95
2024,TOCOPHOM2,2.1.1.95
2025,TOCOPHS1,5.5.1.24
2026,TOCOPHS2,5.5.1.24
2027,GGDPR,1.3.1.83
2028,DMTPHT,2.1.1.163
2029,NO3abcpp,3.6.3.26
2030,CU2abcu_syn,3.6.3.4
2031,GLXO3r,1.2.3.5
2032,OXADC,4.1.1.2
2033,SPS,2.4.1.14
2034,SPP,3.1.3.24
2035,GGPS,2.4.1.213
2036,GGPP,3.1.3.69
2037,SQLC,5.4.99.17
2038,SQLC2,4.2.1.129
2039,MEHLER,1.6.3.2
2040,EX_ha_e,3.2.1.35
2041,1PPDCRp,1.5.1.21
2042,24_25VITD3Hm,1.14.13.126
2043,2AMACHYD,4.3.1.17
2044,2OXOADOXm,2.3.1.61
2045,34DHPHAMT,2.1.1.6
2046,34DHPLACOX_NADP,1.2.1.5
2047,34DHXMANDACOX,1.2.1.5
2048,34DHXMANDACOX_NADP,1.2.1.5
2049,3HBCDm,4.2.1.55
2050,3HBCOAHLm,3.1.2.4
2051,3HKYNAKGAT,2.6.1.7
2052,3HLYTCL,4.1.1.28
2053,3HPPD,1.1.1.59
2054,3HXKYNDCL,4.1.1.-
2055,3HXKYNOXDA,1.4.3.4
2056,3M4HDXPAC,1.2.1.5
2057,3MOX4HOXPGALDOX,1.2.1.5
2058,3MOX4HOXPGALDOX_NADP,1.2.1.5
2059,3MOXTYROX,1.4.3.4
2060,3NTD7l,3.1.3.6
2061,3SALACBOXL,4.1.1.29
2062,3SALATAi,2.6.1.1
2063,3SALATAim,2.6.1.1
2064,3SPYRSP,3.13.1
2065,3SPYRSPm,3.13.1
2066,41R1H2MAE12BOOX,1.4.3.4
2067,41R2A1H12BOOX,1.4.3.4
2068,42A12BOOX,1.4.99.4
2069,4HOXPACDOX_NADP,1.2.1.5
2070,5HLTDL,4.1.1.28
2071,5HOXINDACTO2OX,1.2.3.1
2072,5HOXINDACTOX,1.2.1.3
2073,5HOXINDACTOXm,1.2.1.3
2074,5HOXINOXDA,1.4.3.4
2075,5HTRPDOX,1.13.11.52
2076,5HXKYNDCL,4.1.1.28
2077,5HXKYNOXDA,1.4.3.4
2078,AACOAT,6.2.1.16
2079,AASAD3m,1.2.1.31
2080,AATAi,2.6.1.39
2081,ABTArm,2.6.1.19
2082,ABTD,1.1.1.12
2083,ACACT10m,2.3.1.9
2084,ACACT1x,2.3.1.9
2085,ACCOALm,6.2.1.17
2086,ACGALK,2.7.1.162
2087,ACGAM2E,5.1.3.8
2088,ACHEe,3.1.1.8
2089,ACNAM9PL,2.5.1.57
2090,ACNAMPH,3.1.3.29
2091,ACOAD10m,1.3.99.3
2092,ACOAD1fm,1.3.99.3
2093,ACOAD8m,1.3.99.10
2094,ACOAD9m,1.3.99.3
2095,ACOAHi,3.1.2.1
2096,ACYP,3.6.1.7
2097,ADAe,3.5.4.4
2098,ADCim,4.1.1.4
2099,ADNK1m,2.7.1.74
2100,ADPGLC,3.6.1.21
2101,ADPMAN,3.6.1.21
2102,ADPRDPm,3.6.1.13
2103,ADSELK,2.7.1.25
2104,AGMTm,3.5.3.11
2105,AGTim,2.6.1.44
2106,AGTix,2.6.1.44
2107,AKGDm,2.3.1.61
2108,AKR1C1,1.1.1.149
2109,AKR1C41,1.1.1.50
2110,AKR1C42,1.1.1.50
2111,AKR1D,1.3.99.6
2112,AKR1D2,1.3.99.6
2113,ALDD19x_P,1.2.1.5
2114,ALOX12R,1.13.11.-
2115,ALOX15,1.13.11.33
2116,ALOX5,1.13.11.34
2117,ALOX52,1.13.11.34
2118,ALR,1.2.1.49
2119,AMPTASECGe,3.4.13.18
2120,AOBUTDsm,1.1.1.381
2121,AP4AH1,3.6.1.61
2122,APAT2rm,2.6.1.55
2123,ARGDCm,4.1.1.19
2124,ARGNm,3.5.3.1
2125,ASNNm,3.5.1.38
2126,ASPNATm,2.3.1.17
2127,ATP1ter,2.7.4.6
2128,ATPH1e,3.6.1.5
2129,ATPH2e,3.6.1.5
2130,ATPS4m,3.6.3.14
2131,ATPasel,3.6.3.14
2132,ATPtm,2.7.4.6
2133,BAAT1x,2.3.1.65
2134,BAAT2x,2.3.1.65
2135,BAAT3x,2.3.1.65
2136,BACCLm,6.3.4.9
2137,BBHOX,1.14.11.1
2138,BCDO,1.14.99.36
2139,BDHm,1.1.1.30
2140,BETALDHxm,1.2.1.8
2141,BPNT2,3.1.3.7
2142,BTND1,3.5.1.12
2143,BTND1n,3.5.1.12
2144,BTNDe,3.5.1.12
2145,BTNDm,3.5.1.12
2146,C160CPT1,2.3.1.21
2147,C160CPT2,2.3.1.21
2148,C2M26DCOAHLm,4.2.1.17
2149,C2M26DCOAHLx,4.2.1.17
2150,CAT2p,1.11.1.6
2151,CATm,1.11.1.6
2152,CBL2OR,1.16.1.3
2153,CBLATm,2.5.1.17
2154,CBPSam,6.3.5.5
2155,CBR1,1.1.1.197
2156,CBR2,1.1.1.189
2157,CHAT,2.3.1.6
2158,CHATn,2.3.1.6
2159,CHLP,3.1.3.75
2160,CHOLD2m,1.1.99.1
2161,CHSTEROLSULT,2.8.2.2
2162,CITMCOAHm,4.2.1.56
2163,CITMCOALm,4.1.3.25
2164,CK,2.7.3.2
2165,CKc,2.7.3.2
2166,CMPSAS,2.7.7.43
2167,CMPSASn,2.7.7.43
2168,COKECBESr,3.1.1.84
2169,CORE4GTg,2.4.1.148
2170,CPCTDTX,2.7.7.15
2171,CSNATer,2.3.1.7
2172,CYANSTm,2.8.1.1
2173,CYSAMO,1.13.11.19
2174,CYSLYSL,4.4.1.8
2175,CYSO,1.13.11.20
2176,CYSTAm,2.6.1.3
2177,CYTDK1,2.7.1.48
2178,CYTDK2m,2.7.1.48
2179,CYTDn,3.5.4.5
2180,CYTK1m,2.7.4.25
2181,CYTK1n,2.7.4.25
2182,CYTK2n,2.7.4.25
2183,D3AIBTm,2.6.1.40
2184,DADAe,3.5.4.4
2185,DADNK,2.7.1.76
2186,DALAOXx,1.4.3.3
2187,DARGOp,1.4.3.3
2188,DASCBH,3.1.1.17
2189,DASPO1p,1.4.3.15
2190,DCK1m,2.7.1.74
2191,DCK1n,2.7.1.74
2192,DCK2n,2.7.1.74
2193,DCT,5.3.3.12
2194,DCYTDn,3.5.4.5
2195,DDPGAm,4.1.3.42
2196,DGNSKm,2.7.1.74
2197,DGULND,4.1.1.34
2198,DHCR71r,1.3.1.21
2199,DHCR72r,1.3.1.21
2200,DHEASULT,2.8.2.2
2201,DHPM2,3.5.2.2
2202,DMATTx,2.5.1.1
2203,DNADDP,3.6.1.9
2204,DNAMTn,2.1.1.37
2205,DOGULND1,4.1.1.-
2206,DOGULND2,4.1.1.-
2207,DOPABMO,1.14.17.1
2208,DOPAMT,2.1.1.6
2209,DORNOp,1.4.3.3
2210,DPCOAPP,3.6.1.9
2211,DPHMBDCm,4.1.1
2212,DPMVDx,4.1.1.33
2213,DPROOp,1.4.3.3
2214,DURAD2,1.3.1.2
2215,DURIK1m,2.7.1.21
2216,DUTPDPm,3.6.1.23
2217,DUTPDPn,3.6.1.23
2218,EBP1r,5.3.3.5
2219,EBP2r,5.3.3.5
2220,ECGISOr,5.1.-.-
2221,ECOAH12m,4.2.1.17
2222,ECOAH1m,4.2.1.55
2223,ECOAH1x,4.2.1.55
2224,ECOAH9m,4.2.1.17
2225,EGMESTr,3.1.1.-
2226,EPCTX,2.7.7.14
2227,ESTSULT,2.8.2.4
2228,ETHP,3.1.3.75
2229,F1PGT,2.7.7.30
2230,FACOAL204,6.2.1.15
2231,FACOAL206,6.2.1.24
2232,FACOAL40im,6.2.1.2
2233,FADDP,3.6.1.9
2234,FAH3,1.14.13.cs
2235,FBA4,4.1.2.19
2236,FCOAH,3.1.2.10
2237,FK,2.7.1.52
2238,FT,2.5.1.-
2239,FTCD,4.3.1.4
2240,FTHFDH,1.5.1.6
2241,FUT12g,2.4.1.69
2242,G3PD2m,1.1.99.5
2243,G5SDym,1.2.1.41
2244,G6PDH1er,1.1.1.363
2245,G6PPer,3.1.3.9
2246,GACMTRc,2.1.1.2
2247,GAL3ST12,2.8.2.11
2248,GALOR,1.1.1.21
2249,GCALDDm,1.2.1.21
2250,GGT5r,3.4.19.14
2251,GGT6,2.3.2.-
2252,GHMT3,4.1.2.-
2253,GHMT3m,4.1.2.-
2254,GK1m,2.7.4.8
2255,GLACO,1.2.1.3
2256,GLACOm,1.2.1.3
2257,GLNLASEer,3.1.1.25
2258,GLRASE,1.1.1.20
2259,GLU5Km,2.7.2.11
2260,GLUNm,6.3.5.5
2261,GLUTCOADHm,1.3.99.7
2262,GLXO2p,1.2.3.5
2263,GLYAMDTRc,2.1.4.1
2264,GLYATm,2.3.1.37
2265,GLYCLTDym,1.1.1.79
2266,GLYCTO1p,1.1.3.15
2267,GLYKm,2.7.1.30
2268,GLYOp,1.4.3.3
2269,GNDer,1.1.1.44
2270,GNMT,2.1.1.20
2271,GRTTx,2.5.1.10
2272,GSNKm,2.7.1.73
2273,GTHPe,1.11.1.9
2274,GTPCIn,3.5.4.16
2275,GULN3D,1.1.1.45
2276,GULNDer,1.1.1.2
2277,GluForTx,4.3.1.4
2278,H2O2syn,1.6.3.1
2279,HACD1m,1.1.1.35
2280,HACD1x,1.1.1.35
2281,HACD9m,1.1.1.35
2282,HAtly,3.2.1.35
2283,HBZOPT10m,2.5.1.39
2284,HEX10,2.7.1.8
2285,HIBDm,1.1.1.31
2286,HISDC,4.1.1.28
2287,HISTASE,1.4.3.6
2288,HKt,3.6.3.12
2289,HMGCOARr,1.1.1.34
2290,HMGCOARx,1.1.1.34
2291,HMGCOASim,2.3.3.10
2292,HMGLm,4.1.3.4
2293,HMGLx,4.1.3.4
2294,HPCLx,4.1.2
2295,HPYRDC,4.1.1.40
2296,HPYRDCm,4.1.1.40
2297,HSD11B1r,1.1.1.146
2298,HSD11B2r,1.1.1.146
2299,HSD17B1,1.1.1.62
2300,HSD17B2r,1.1.1.51
2301,HSD17B3r,1.1.1.64
2302,HSD17B7r,1.1.1.62
2303,HSD17B8r,1.1.1.62
2304,HSD3A1r,1.1.1.50
2305,HSD3A2r,1.1.1.50
2306,HSD3B11,5.3.3.1
2307,HSD3B11r,5.3.3.1
2308,HSD3B12r,5.3.3.1
2309,HSD3B13,5.3.3.1
2310,HSD3B13r,5.3.3.1
2311,HSD3B7,1.1.1.181
2312,HSD3B7P,1.1.1.181
2313,IDHPOXOX2b,1.11.1.8
2314,IDHPOXOX3,1.11.1.8
2315,IDHPOXOX4,1.11.1.8
2316,IDHPOXOXb,1.11.1.8
2317,IMACTD_m,1.2.1.3
2318,INOSTO,1.13.99.1
2319,INSKm,2.7.1.73
2320,IPDDIx,5.3.3.2
2321,ITCOAL1m,6.2.1.4
2322,KHK,2.7.1.3
2323,KYNAKGAT,2.6.1.7
2324,LACZe,3.2.1.23
2325,LACZly,3.2.1.23
2326,LCADi_D,1.2.1.23
2327,LCADi_Dm,1.2.1.23
2328,LCYSTAT,2.6.1.1
2329,LCYSTATm,2.6.1.1
2330,LCYSTCBOXL,4.1.1.29
2331,LDH_Lm,1.1.1.27
2332,LFORKYNHYD,3.7.1.3
2333,LPCOXp,1.5.3.7
2334,LSTO2r,1.14.21.6
2335,LTA4H,3.3.2.6
2336,LTC4Sr,4.4.1.20
2337,LTD4DP,3.4.14.6
2338,LTDCL,4.1.1.28
2339,LYSMTF3n,2.1.1.60
2340,LYSOXp,1.4.3.14
2341,MAOLNOR,1.4.3.4
2342,MAOX,1.4.3.6
2343,MCCCrm,6.4.1.4
2344,MCDm,4.1.1.9
2345,MCDp,4.1.1.9
2346,MELATN23DOX,1.13.11.52
2347,MEVK1x,2.7.1.36
2348,MGCHrm,4.2.1.18
2349,MI134P4P,3.1.3.66
2350,MI134PK,2.7.1.159
2351,MI134PP,3.1.3.57
2352,MI13PP,3.1.3.64
2353,MI14PP,3.1.3.57
2354,MI34PP,3.1.3.66
2355,MLTG1e,3.2.1.20
2356,MLTG1ly,3.2.1.20
2357,MMCDm,4.1.1.9
2358,MMCDp,4.1.1.9
2359,MMEm,5.1.99.1
2360,MMMm,5.4.99.2
2361,MMSAD1m,1.2.1.27
2362,MMSAD3m,1.2.1.27
2363,MTHFD2m,1.5.1.15
2364,NABTNOm,1.2.1.3
2365,NACASPAH,3.5.1.15
2366,NADNe,3.5.1.-
2367,NADPN,3.2.2.6
2368,NADPNe,3.2.2.6
2369,NDP10ex,3.6.1.64
2370,NDP3ex,3.6.1.6
2371,NDP6,3.6.1.6
2372,NDP7er,3.6.1.6
2373,NDP7ex,3.6.1.6
2374,NDP7g,3.6.1.6
2375,NDP8ex,3.6.1.5
2376,NDPK10m,2.7.4.6
2377,NDPK10n,2.7.4.6
2378,NDPK1m,2.7.4.6
2379,NDPK1n,2.7.4.6
2380,NDPK2m,2.7.4.6
2381,NDPK2n,2.7.4.6
2382,NDPK3m,2.7.4.6
2383,NDPK3n,2.7.4.6
2384,NDPK4m,2.7.4.6
2385,NDPK4n,2.7.4.6
2386,NDPK5m,2.7.4.6
2387,NDPK5n,2.7.4.6
2388,NDPK6m,2.7.4.6
2389,NDPK6n,2.7.4.6
2390,NDPK7m,2.7.4.6
2391,NDPK7n,2.7.4.6
2392,NDPK8m,2.7.4.6
2393,NDPK8n,2.7.4.6
2394,NDPK9m,2.7.4.6
2395,NDPK9n,2.7.4.6
2396,NMNATn,2.7.7.18
2397,NMPTRCOX,1.4.3.6
2398,NNATn,2.7.7.18
2399,NORANMT,2.1.1.28
2400,NOS1,1.14.13.39
2401,NOS2,1.14.13.39
2402,NP1,2.4.2.1
2403,NT5C,3.1.3.5
2404,NTD1m,3.1.3.89
2405,NTD2e,3.1.3.5
2406,NTD2l,3.1.3.5
2407,NTD2m,3.1.3.5
2408,NTD3l,3.1.3.89
2409,NTD4e,3.1.3.91
2410,NTD4l,3.1.3.91
2411,NTD5l,3.1.3.89
2412,NTD5m,3.1.3.89
2413,NTD6l,3.1.3.89
2414,NTD7e,3.1.3.5
2415,NTD7l,3.1.3.5
2416,NTD8l,3.1.3.89
2417,NTD9e,3.1.3.5
2418,NTD9l,3.1.3.5
2419,NTP3e,3.6.5.6
2420,OCBTm,2.1.3.3
2421,OCOAT1m,2.8.3.5
2422,OIVD1m,1.2.1.25
2423,OIVD2m,1.2.1.25
2424,OIVD3m,1.2.1.25
2425,ORNTArm,2.6.1.13
2426,P45011B12m,1.14.15.4
2427,P45017A1r,1.14.99.9
2428,P45017A2r,1.14.99.9
2429,P45017A3r,1.14.99.9
2430,P45017A4r,1.14.99.9
2431,P45021A1r,1.14.13
2432,P45021A2r,1.14.13
2433,P45027A11m,1.14.13.15
2434,P45027A13m,1.14.13.15
2435,P45027A14m,1.14.13.15
2436,P45027A16m,1.14.13.15
2437,P45027A1m,1.14.13.15
2438,P45039A1r,1.14.13.99
2439,P4503A43r,1.14.14.1
2440,P45046A1r,1.14.13.98
2441,P4507A1r,1.14.13.17
2442,P4507B11r,1.14.13.100
2443,P4507B12r,1.14.13.17
2444,P4508B11r,1.14.13.95
2445,P450SCC1m,1.14.15.6
2446,P5CRm,1.5.1.2
2447,P5CRxm,1.5.99.8
2448,PAN4PP,3.1.3.-
